,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State
636,Pinellas County,12103.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,179.0,FL
637,Pinellas County,12103.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,34.0,FL
641,Polk County,12105.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,56.0,FL
642,Polk County,12105.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,FL
649,St. Lucie County,12111.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,FL
652,Santa Rosa County,12113.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,FL
655,Sarasota County,12115.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,76.0,FL
659,Seminole County,12117.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,FL
660,Seminole County,12117.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,FL
667,Volusia County,12127.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,FL
668,Volusia County,12127.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,FL
672,Walton County,12131.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,FL
3473,Anderson County,48001.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3477,Aransas County,48007.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3488,Bell County,48027.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3490,Bexar County,48029.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,135.0,TX
3491,Bexar County,48029.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,TX
3498,Brazoria County,48039.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,TX
3524,Collin County,48085.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,TX
3529,Comal County,48091.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,TX
3541,Dallas County,48113.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,171.0,TX
3542,Dallas County,48113.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,27.0,TX
3543,Dallas County,48113.0,2006.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,24.0,TX
3550,Denton County,48121.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,TX
3559,Ector County,48135.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,TX
3564,El Paso County,48141.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,TX
3565,El Paso County,48141.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,TX
3575,Fort Bend County,48157.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
3582,Galveston County,48167.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,TX
3590,Grayson County,48181.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
3594,Guadalupe County,48187.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3602,Harris County,48201.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,348.0,TX
3603,Harris County,48201.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,46.0,TX
3613,Hidalgo County,48215.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3630,Jefferson County,48245.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,TX
3634,Johnson County,48251.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3653,Liberty County,48291.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
3659,Lubbock County,48303.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
3664,McLennan County,48309.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,TX
3675,Midland County,48329.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
3682,Montgomery County,48339.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,73.0,TX
3692,Nueces County,48355.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,TX
3698,Orange County,48361.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,TX
3705,Polk County,48373.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
3732,Smith County,48423.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,TX
3741,Tarrant County,48439.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,94.0,TX
3742,Tarrant County,48439.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,TX
3752,Tom Green County,48451.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3754,Travis County,48453.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0,TX
3755,Travis County,48453.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,TX
3774,Wichita County,48485.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,TX
3779,Williamson County,48491.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,TX
4004,Benton County,53005.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,WA
4008,Clallam County,53009.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,WA
4010,Clark County,53011.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,WA
4011,Clark County,53011.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,WA
4015,Cowlitz County,53015.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,WA
4022,Grant County,53025.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA
4029,King County,53033.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,216.0,WA
4030,King County,53033.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0,WA
4031,King County,53033.0,2006.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,WA
4035,Kitsap County,53035.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,WA
4048,Pierce County,53053.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0,WA
4052,Skagit County,53057.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,WA
4056,Snohomish County,53061.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0,WA
4057,Snohomish County,53061.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,WA
4060,Spokane County,53063.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0,WA
4061,Spokane County,53063.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,WA
4064,Stevens County,53065.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,WA
4066,Thurston County,53067.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,WA
4071,Whatcom County,53073.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,WA
4075,Yakima County,53077.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA
534,Alachua County,12001.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
538,Bay County,12005.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,FL
542,Brevard County,12009.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0,FL
543,Brevard County,12009.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,FL
546,Broward County,12011.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,222.0,FL
547,Broward County,12011.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0,FL
555,Citrus County,12017.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
558,Clay County,12019.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,FL
561,Collier County,12021.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,FL
567,Duval County,12031.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,124.0,FL
568,Duval County,12031.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,FL
571,Escambia County,12033.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,FL
585,Hernando County,12053.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,FL
589,Hillsborough County,12057.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,231.0,FL
590,Hillsborough County,12057.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,FL
594,Indian River County,12061.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,FL
600,Lake County,12069.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,FL
603,Lee County,12071.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0,FL
604,Lee County,12071.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,FL
607,Leon County,12073.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL
613,Manatee County,12081.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,FL
616,Marion County,12083.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,FL
619,Martin County,12085.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,FL
622,Miami-Dade County,12086.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,110.0,FL
623,Miami-Dade County,12086.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,39.0,FL
626,Monroe County,12087.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
629,Nassau County,12089.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
631,Okaloosa County,12091.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,FL
634,Orange County,12095.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,93.0,FL
635,Orange County,12095.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,FL
638,Osceola County,12097.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,FL
641,Palm Beach County,12099.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,220.0,FL
642,Palm Beach County,12099.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,30.0,FL
643,Palm Beach County,12099.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,FL
646,Pasco County,12101.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,112.0,FL
647,Pasco County,12101.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,FL
650,Pinellas County,12103.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,202.0,FL
651,Pinellas County,12103.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0,FL
654,Polk County,12105.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,FL
655,Polk County,12105.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,FL
659,St. Johns County,12109.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL
662,St. Lucie County,12111.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,FL
665,Santa Rosa County,12113.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,FL
667,Sarasota County,12115.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0,FL
668,Sarasota County,12115.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,FL
671,Seminole County,12117.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,FL
672,Seminole County,12117.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,FL
679,Volusia County,12127.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,FL
680,Volusia County,12127.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,FL
685,Walton County,12131.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,FL
3518,Bell County,48027.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3521,Bexar County,48029.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,TX
3527,Brazoria County,48039.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,TX
3540,Cameron County,48061.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,TX
3554,Collin County,48085.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,TX
3570,Dallas County,48113.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,193.0,TX
3571,Dallas County,48113.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,TX
3572,Dallas County,48113.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,TX
3580,Denton County,48121.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,TX
3589,Ector County,48135.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,TX
3594,El Paso County,48141.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,TX
3604,Fort Bend County,48157.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,TX
3611,Galveston County,48167.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,TX
3629,Harris County,48201.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,425.0,TX
3630,Harris County,48201.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,68.0,TX
3641,Hidalgo County,48215.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,TX
3658,Jefferson County,48245.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,TX
3680,Liberty County,48291.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,TX
3686,Lubbock County,48303.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,TX
3691,McLennan County,48309.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
3703,Midland County,48329.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
3710,Montgomery County,48339.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,TX
3720,Nueces County,48355.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,TX
3725,Orange County,48361.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,TX
3750,San Patricio County,48409.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,TX
3758,Smith County,48423.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,TX
3766,Tarrant County,48439.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,118.0,TX
3767,Tarrant County,48439.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0,TX
3770,Taylor County,48441.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3778,Travis County,48453.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0,TX
3779,Travis County,48453.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,TX
3795,Webb County,48479.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,TX
3800,Wichita County,48485.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
3805,Williamson County,48491.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,TX
4033,Benton County,53005.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WA
4037,Clallam County,53009.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,WA
4039,Clark County,53011.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,WA
4040,Clark County,53011.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,WA
4044,Cowlitz County,53015.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,WA
4051,Grant County,53025.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA
4059,King County,53033.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,212.0,WA
4060,King County,53033.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,32.0,WA
4061,King County,53033.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,WA
4065,Kitsap County,53035.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,WA
4070,Lewis County,53041.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA
4077,Pierce County,53053.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0,WA
4078,Pierce County,53053.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,WA
4079,Pierce County,53053.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,WA
4083,Skagit County,53057.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA
4087,Snohomish County,53061.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0,WA
4088,Snohomish County,53061.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,WA
4091,Spokane County,53063.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0,WA
4092,Spokane County,53063.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,WA
4096,Thurston County,53067.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,WA
4101,Whatcom County,53073.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA
4105,Yakima County,53077.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,WA
539,Bay County,12005.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,FL
543,Brevard County,12009.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,109.0,FL
544,Brevard County,12009.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,FL
547,Broward County,12011.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,242.0,FL
548,Broward County,12011.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,57.0,FL
549,Broward County,12011.0,2008.0,2008.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,FL
557,Citrus County,12017.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,FL
560,Clay County,12019.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,FL
563,Collier County,12021.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,FL
564,Collier County,12021.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,FL
567,Columbia County,12023.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
571,Duval County,12031.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,89.0,FL
572,Duval County,12031.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,FL
575,Escambia County,12033.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,FL
587,Hernando County,12053.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,FL
591,Hillsborough County,12057.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,218.0,FL
592,Hillsborough County,12057.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,FL
597,Indian River County,12061.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,FL
603,Lake County,12069.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,FL
606,Lee County,12071.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,76.0,FL
607,Lee County,12071.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,FL
610,Leon County,12073.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,FL
616,Manatee County,12081.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,FL
619,Marion County,12083.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,FL
622,Martin County,12085.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,FL
625,Miami-Dade County,12086.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,119.0,FL
626,Miami-Dade County,12086.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,30.0,FL
629,Monroe County,12087.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,FL
632,Nassau County,12089.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
634,Okaloosa County,12091.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,FL
637,Okeechobee County,12093.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,FL
639,Orange County,12095.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,99.0,FL
640,Orange County,12095.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,FL
643,Osceola County,12097.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,FL
646,Palm Beach County,12099.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,203.0,FL
647,Palm Beach County,12099.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,50.0,FL
648,Palm Beach County,12099.0,2008.0,2008.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0,FL
651,Pasco County,12101.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,129.0,FL
652,Pasco County,12101.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,FL
655,Pinellas County,12103.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,236.0,FL
656,Pinellas County,12103.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0,FL
659,Polk County,12105.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,73.0,FL
660,Polk County,12105.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,FL
666,St. Lucie County,12111.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,FL
669,Santa Rosa County,12113.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,FL
671,Sarasota County,12115.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,71.0,FL
675,Seminole County,12117.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,FL
682,Volusia County,12127.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0,FL
683,Volusia County,12127.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,FL
3566,Anderson County,48001.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3581,Bexar County,48029.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,146.0,TX
3582,Bexar County,48029.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,TX
3588,Brazoria County,48039.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,TX
3590,Brazos County,48041.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3601,Cameron County,48061.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,TX
3615,Collin County,48085.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,TX
3616,Collin County,48085.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,TX
3624,Cooke County,48097.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3633,Dallas County,48113.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,150.0,TX
3634,Dallas County,48113.0,2008.0,2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0,TX
3635,Dallas County,48113.0,2008.0,2008.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,TX
3642,Denton County,48121.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,TX
3651,Ector County,48135.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,TX
3656,El Paso County,48141.0,2008.0,2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,TX
