,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State
3742,Tarrant County,48439.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,TX
3752,Tom Green County,48451.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,TX
3754,Travis County,48453.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,78.0,TX
3755,Travis County,48453.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,TX
3774,Wichita County,48485.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,TX
3779,Williamson County,48491.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,TX
3794,Davis County,49011.0,2006.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,28.0,UT
3808,Salt Lake County,49035.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,UT
3809,Salt Lake County,49035.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,UT
3810,Salt Lake County,49035.0,2006.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,143.0,UT
3820,Utah County,49049.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,UT
3821,Utah County,49049.0,2006.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,56.0,UT
3825,Washington County,49053.0,2006.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,UT
3828,Weber County,49057.0,2006.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,UT
3834,Chittenden County,50007.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,VT
3867,Chesterfield County,51041.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,VA
3876,Fairfax County,51059.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,VA
3877,Fairfax County,51059.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,VA
3895,Henry County,51089.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,VA
3925,Prince William County,51153.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,VA
3928,Pulaski County,51155.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA
3944,Tazewell County,51185.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,VA
3949,Wise County,51195.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,VA
3958,Chesapeake city,51550.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,VA
3977,Newport News city,51700.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,VA
3979,Norfolk city,51710.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,VA
3985,Portsmouth city,51740.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,VA
3988,Richmond city,51760.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,VA
3995,Virginia Beach city,51810.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,VA
3996,Virginia Beach city,51810.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,VA
4004,Benton County,53005.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,WA
4008,Clallam County,53009.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,WA
4010,Clark County,53011.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,WA
4011,Clark County,53011.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,WA
4015,Cowlitz County,53015.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,WA
4022,Grant County,53025.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WA
4029,King County,53033.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,216.0,WA
4030,King County,53033.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0,WA
4031,King County,53033.0,2006.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,WA
4035,Kitsap County,53035.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,WA
4048,Pierce County,53053.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0,WA
4052,Skagit County,53057.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,WA
4056,Snohomish County,53061.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0,WA
4057,Snohomish County,53061.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,WA
4060,Spokane County,53063.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0,WA
4061,Spokane County,53063.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,WA
4064,Stevens County,53065.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,WA
4066,Thurston County,53067.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,WA
4071,Whatcom County,53073.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,WA
4075,Yakima County,53077.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WA
4083,Cabell County,54011.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,WV
4100,Kanawha County,54039.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,WV
4105,Logan County,54045.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,WV
4111,Mercer County,54055.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,WV
4125,Raleigh County,54081.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WV
4139,Wood County,54107.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WV
4141,Wyoming County,54109.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,WV
4147,Brown County,55009.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WI
4148,Brown County,55009.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,WI
4158,Dane County,55025.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,WI
4159,Dane County,55025.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,WI
4178,Kenosha County,55059.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,WI
4192,Milwaukee County,55079.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,176.0,WI
4193,Milwaukee County,55079.0,2006.0,2006.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,WI
4207,Racine County,55101.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,WI
4211,Rock County,55105.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,WI
4228,Waukesha County,55133.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,WI
4233,Winnebago County,55139.0,2006.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,WI
1,Baldwin County,1003.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,AL
9,Calhoun County,1015.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,AL
37,Houston County,1069.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,AL
40,Jefferson County,1073.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0,AL
45,Lauderdale County,1077.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,AL
52,Madison County,1089.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,AL
58,Mobile County,1097.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,AL
63,Morgan County,1103.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,AL
71,St. Clair County,1115.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,AL
73,Shelby County,1117.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,AL
78,Tuscaloosa County,1125.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,AL
80,Walker County,1127.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,AL
87,Anchorage Borough,2020.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,AK
100,Matanuska-Susitna Borough,2170.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,AK
117,Cochise County,4003.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,AZ
121,Gila County,4007.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,AZ
126,Maricopa County,4013.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,411.0,AZ
127,Maricopa County,4013.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,118.0,AZ
128,Maricopa County,4013.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,45.0,AZ
133,Mohave County,4015.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,AZ
136,Navajo County,4017.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,AZ
139,Pima County,4019.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,137.0,AZ
140,Pima County,4019.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,AZ
143,Pinal County,4021.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,AZ
147,Yavapai County,4025.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,AZ
148,Yavapai County,4025.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,AZ
151,Yuma County,4027.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,AZ
157,Benton County,5007.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,AR
180,Garland County,5051.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,AR
216,Pulaski County,5119.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,AR
217,Pulaski County,5119.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,AR
225,Sebastian County,5131.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,AR
226,Sebastian County,5131.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,AR
237,Alameda County,6001.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,163.0,CA
238,Alameda County,6001.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,CA
243,Butte County,6007.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,CA
248,Contra Costa County,6013.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0,CA
249,Contra Costa County,6013.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,CA
253,El Dorado County,6017.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,CA
256,Fresno County,6019.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0,CA
257,Fresno County,6019.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,CA
262,Humboldt County,6023.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,CA
265,Imperial County,6025.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,CA
269,Kern County,6029.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,109.0,CA
270,Kern County,6029.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,CA
273,Kings County,6031.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,CA
275,Lake County,6033.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,CA
279,Los Angeles County,6037.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,636.0,CA
280,Los Angeles County,6037.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,89.0,CA
281,Los Angeles County,6037.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,27.0,CA
288,Marin County,6041.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,CA
289,Marin County,6041.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,CA
290,Marin County,6041.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0,CA
294,Mendocino County,6045.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,CA
297,Merced County,6047.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,CA
302,Monterey County,6053.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,CA
305,Napa County,6055.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,CA
308,Nevada County,6057.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,CA
311,Orange County,6059.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,216.0,CA
312,Orange County,6059.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,56.0,CA
313,Orange County,6059.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,CA
318,Placer County,6061.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,CA
319,Placer County,6061.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,CA
323,Riverside County,6065.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,178.0,CA
324,Riverside County,6065.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,36.0,CA
329,Sacramento County,6067.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,159.0,CA
330,Sacramento County,6067.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,37.0,CA
331,Sacramento County,6067.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,CA
336,San Bernardino County,6071.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,CA
337,San Bernardino County,6071.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,CA
341,San Diego County,6073.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,269.0,CA
342,San Diego County,6073.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,82.0,CA
347,San Francisco County,6075.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,153.0,CA
348,San Francisco County,6075.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,30.0,CA
352,San Joaquin County,6077.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0,CA
353,San Joaquin County,6077.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,CA
357,San Luis Obispo County,6079.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,CA
360,San Mateo County,6081.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,CA
361,San Mateo County,6081.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,CA
364,Santa Barbara County,6083.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,CA
367,Santa Clara County,6085.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,101.0,CA
368,Santa Clara County,6085.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,30.0,CA
369,Santa Clara County,6085.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,CA
373,Santa Cruz County,6087.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,CA
376,Shasta County,6089.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,CA
382,Solano County,6095.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,CA
385,Sonoma County,6097.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,CA
386,Sonoma County,6097.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,CA
389,Stanislaus County,6099.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0,CA
390,Stanislaus County,6099.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,CA
397,Tulare County,6107.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,CA
400,Tuolumne County,6109.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,CA
402,Ventura County,6111.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0,CA
403,Ventura County,6111.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,CA
406,Yolo County,6113.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,CA
410,Adams County,8001.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,CO
411,Adams County,8001.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,CO
415,Arapahoe County,8005.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0,CO
416,Arapahoe County,8005.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,CO
422,Boulder County,8013.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,CO
434,Denver County,8031.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,109.0,CO
435,Denver County,8031.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,CO
436,Denver County,8031.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,20.0,CO
441,Douglas County,8035.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,CO
445,El Paso County,8041.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,CO
446,El Paso County,8041.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,CO
455,Jefferson County,8059.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,CO
456,Jefferson County,8059.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,CO
464,Larimer County,8069.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,CO
482,Pueblo County,8101.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,CO
494,Weld County,8123.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,CO
498,Fairfield County,9001.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,CT
501,Hartford County,9003.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,106.0,CT
502,Hartford County,9003.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,CT
506,Litchfield County,9005.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,CT
508,Middlesex County,9007.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,CT
510,New Haven County,9009.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,CT
511,New Haven County,9009.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,CT
514,New London County,9011.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,CT
517,Tolland County,9013.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,CT
522,New Castle County,10003.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,DE
525,Sussex County,10005.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,DE
528,District of Columbia,11001.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,DC
529,District of Columbia,11001.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,DC
530,District of Columbia,11001.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,DC
534,Alachua County,12001.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
538,Bay County,12005.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,FL
542,Brevard County,12009.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0,FL
543,Brevard County,12009.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,FL
546,Broward County,12011.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,222.0,FL
547,Broward County,12011.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0,FL
555,Citrus County,12017.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
558,Clay County,12019.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,FL
561,Collier County,12021.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,FL
567,Duval County,12031.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,124.0,FL
568,Duval County,12031.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,FL
571,Escambia County,12033.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,FL
585,Hernando County,12053.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,FL
589,Hillsborough County,12057.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,231.0,FL
590,Hillsborough County,12057.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,FL
594,Indian River County,12061.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,FL
600,Lake County,12069.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,FL
603,Lee County,12071.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0,FL
604,Lee County,12071.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,FL
607,Leon County,12073.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL
613,Manatee County,12081.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,FL
616,Marion County,12083.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,FL
619,Martin County,12085.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,FL
622,Miami-Dade County,12086.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,110.0,FL
623,Miami-Dade County,12086.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,39.0,FL
626,Monroe County,12087.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
629,Nassau County,12089.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
631,Okaloosa County,12091.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,FL
634,Orange County,12095.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,93.0,FL
635,Orange County,12095.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,FL
638,Osceola County,12097.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,FL
641,Palm Beach County,12099.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,220.0,FL
642,Palm Beach County,12099.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,30.0,FL
643,Palm Beach County,12099.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,FL
646,Pasco County,12101.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,112.0,FL
647,Pasco County,12101.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,FL
650,Pinellas County,12103.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,202.0,FL
651,Pinellas County,12103.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0,FL
654,Polk County,12105.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,FL
655,Polk County,12105.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,FL
659,St. Johns County,12109.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL
662,St. Lucie County,12111.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,FL
665,Santa Rosa County,12113.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,FL
667,Sarasota County,12115.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0,FL
668,Sarasota County,12115.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,FL
671,Seminole County,12117.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,FL
672,Seminole County,12117.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,FL
679,Volusia County,12127.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,FL
680,Volusia County,12127.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,FL
